"make"	"address"	"all"	"X3d"	"our"	"over"	"remove"	"internet"	"order"	"mail"	"receive"	"will"	"people"	"report"	"addresses"	"free"	"business"	"email"	"you"	"credit"	"your"	"font"	"X000"	"money"	"hp"	"hpl"	"george"	"X650"	"lab"	"labs"	"telnet"	"X857"	"data"	"X415"	"X85"	"technology"	"X1999"	"parts"	"pm"	"direct"	"cs"	"meeting"	"original"	"project"	"re"	"edu"	"table"	"conference"	"semicol"	"paren"	"bracket"	"bang"	"dollar"	"pound"	"cap_avg"	"cap_long"	"cap_total"	"Class"
0	0	0.27	0	0.54	0	0.27	0	0	0.27	0	0.54	0	0	0	1.35	0	0	1.08	0	2.44	10.86	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329	0.141	1.41	44.72	252	1118	"spam"
0.19	0.19	0.29	0	1.07	0.19	0.19	0.97	0.87	0.58	0.09	1.07	0.19	0.87	0.09	0	0	1.17	3.71	0.68	1.75	0	0.09	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0.194	0.404	0.224	0.029	4.285	49	870	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.62	0	1.25	3.12	3.12	1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	1.285	0.075	0.226	6.722	101	363	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33	0	0	0	0	0	0	0	0	0	0	0	0.305	0.611	0	1.529	0	0	5.5	22	66	"spam"
0	0	0.48	0	0.48	0.48	0.48	0	0	0.96	0	0	0	0	0	0	0.96	0	3.36	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0.163	0	0	1.696	17	95	"spam"
0	0	1.56	0	0	0	1.56	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0.256	0	0.769	0	0	2.125	12	34	"spam"
0.5	0.4	0.33	0	0.13	0.03	0.13	0.1	0.54	0.77	0.3	0.7	0.54	1.14	0.03	0.27	0.43	0.03	3.2	0	1.45	0	0.37	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.071	0	0.456	0.5	0.11	6.049	129	2220	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.55	0	1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	"spam"
0	0	0	5.03	0	0	0	0	0	0	0	0	0	0	0	1.16	0	0	0.77	0	0	7.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0.215	0	0.539	7.552	43	506	"spam"
0.19	0.19	0	0	1.55	0.19	0.77	0	0.19	0.19	0	0.77	0.58	0	0	0.19	0.58	2.33	0.77	0	0.38	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0.03	0.061	0.03	0.185	0.216	0	1.948	11	113	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0.78	0.78	0	0	0	0	0	0	0	0	2.848	51	94	"ham"
0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	1.35	0	0	1.35	0	0	0	2.7	0	1.35	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.836	0	0	3.285	19	92	"spam"
0	0	0.55	0	0.22	0.22	0.11	0	0.11	0.22	0	0.33	0.33	0	0	0	0.22	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155	0	0.034	0.12	0	1.961	14	302	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578	0	0	0	0	3.8	15	19	"spam"
0.19	0.19	0.39	0	0.19	0	0	0.59	0	0	0	0.39	0	0	0	0.59	0.39	1.37	4.52	0	3.14	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0.032	0	3.112	43	305	"spam"
1.47	0	0	0	0	0	0	0	0	1.47	0	0	1.47	0	0	7.35	0	0	2.94	0	1.47	0	0	4.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.272	0.254	0	6.294	63	107	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352	0	0.352	0	0	4	11	36	"spam"
0	0.35	0.71	0	0.35	0	0.17	0	0	0.53	0.17	0	0.17	0	0.35	0.17	0	1.07	0.17	0.17	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0.167	0.027	0.055	7.527	149	956	"spam"
0.46	0.31	0.46	0	0.05	0.13	0.05	0.26	0.44	0.75	0.26	0.96	0.57	1.22	0	0.1	0.44	0	3.21	0	1.48	0	1.01	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.068	0	0.346	0.793	0.159	6.05	199	3213	"spam"
0	0	0	0	1.46	0	0.83	0	0.2	1.04	0	0.41	0	0	0	0	0	1.46	1.04	0	0.2	0	0.2	0	1.46	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.182	0.401	0.109	0.182	0.146	0	3.791	26	364	"spam"
0	0	0	0	0	1.36	0	0	1.36	0	0	0	0	0	0	1.36	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	1.36	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	1.777	0.222	0	9.727	63	107	"spam"
0.19	0.19	0.29	0	1.07	0.19	0.19	0.97	0.87	0.58	0.09	1.07	0.19	0.87	0.09	0	0	1.17	3.81	0.68	1.75	0	0.09	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0.202	0.404	0.233	0.031	4.32	49	877	"spam"
0	0	0.78	0	0.78	0	0.52	0.52	0	1.04	0	0.26	1.56	0	0.78	0	0	1.56	2.08	0	1.56	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0.08	0	0.443	0.402	0	2.41	19	241	"spam"
0	0.67	0.67	0	0.5	0	0.16	0.16	0	0	0	0.33	0.67	0.67	0.5	0	0	0	2.52	0.5	1.51	0	0	0.16	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0.105	0.052	2	32	260	"spam"
0	0.37	0.37	0	0.09	0.09	0	0.37	0	0	0	0.28	0.28	0	0	0.84	0.09	0.56	2.72	0	2.16	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.18	0	0	0	0	0.056	0	0.142	0.071	0.014	1.934	19	383	"ham"
0	0	0	0	0	0	0	0.67	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34	0	0	0	0	0	0	0	0	0	0	0	0.17	0.511	0.085	0.511	0	0	4.617	27	217	"spam"
0	0.53	0	0	0	0.53	0.53	0	0	0	0	0	0	0	0	0	0	1.6	2.67	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255	0	0	0	0	2.131	12	81	"spam"
0	0	0	0	2.94	0	0	0	0	0	0	0	0	0	0	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335	0.335	0	0.671	0	0	4	12	28	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0.36	0	0	0.21	0.21	0	0	0.105	0	1.866	22	112	"spam"
0	0	0	0	0	0	0.45	0	0	0.45	0.22	0.22	0	0	0.22	0.22	0	0.22	1.58	0	1.13	13.34	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0.15	1.584	13.936	114	1324	"spam"
0	14.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	"ham"
0	0	0.15	0	0.31	0	0.15	0	0.63	0.15	0.15	0	0	0	0	1.11	0	1.27	0.79	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0.15	0	0	0	0	0	0	0	0	0	0.088	0	0.862	0.707	0.022	5.423	51	1128	"spam"
0.25	0.25	0	0	0.75	0	0	0	0.25	0.75	0	1.51	0	1.26	0	0	0.5	0	3.29	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0.041	0.124	0.124	3.181	32	210	"spam"
0	0.09	0.14	0	1.04	0.09	0.09	0	0.79	0	0.04	0.29	0.19	0	0	0	0.14	0.04	1.53	0.24	1.23	0	0.29	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.04	0	0	0	0.015	0.119	0.007	0.431	0.111	0	3.37	87	1645	"spam"
0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0.188	0	0	0.188	0	3.545	21	78	"spam"
0	0	1.31	0	2.63	0	0	0.65	0	0	0	0.65	0	0	0	1.97	0	0	1.31	0	2.63	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0.198	0	0.198	0.099	0	2.195	12	101	"spam"
0	0	0.55	0	0.22	0.22	0.11	0	0.11	0.22	0	0.33	0.33	0	0	0	0.22	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0.035	0.124	0	1.98	14	305	"spam"
0.21	0.1	0.52	0	1.26	0.1	0	0	0.42	0.52	0.21	0.52	0.42	0	0	0	0.52	0	4.53	0	2	0	0.31	1.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0.141	3.305	0	11.288	193	1016	"spam"
0.18	0	0.18	0	1.59	0.36	0	0.06	0.06	0.06	0.06	0.55	0.3	0.06	0	0	0.73	0	4.4	0.24	1.1	0	0.85	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.01	0.052	0	0.01	0.169	0	1.748	12	444	"spam"
0.44	0	0.88	0	0.44	1.32	0	0	0	0	0	0	0	0	0	0	0	0.44	1.76	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0.444	0.37	0	2.413	16	140	"spam"
0	14.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	5	9	"ham"
0	0.17	0	0	0	0	0.17	0.17	0	0.17	0	0	0	0.35	0	0	0	0	0	0	0.17	0	0.17	0	3.37	1.77	0	0	0	0.17	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0.35	0	0	0	0.108	0.216	0.061	0.046	0.03	0	4.259	85	3318	"spam"
0	0	0	0	0	0	0	1.08	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0	0	0	0	0.191	0	0.191	0.383	0	3.95	23	79	"spam"
0	0.26	0.78	0	0.26	0.43	0.08	1.12	0.43	1.47	0.26	0.69	0.17	0.08	0.69	0.86	0.6	0	1.82	0.6	1.39	0	0.08	0.26	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.26	0.08	0	0	0.097	0.222	0	0.444	0.25	0.111	3.138	54	929	"spam"
0	0	0.2	0	0	0.1	0	0.51	0	0.1	0	1.33	0.1	0.2	0	0	0.82	0	0	0	0	0	0	0	2.97	0	0	0	0	0	0	0	0.1	0	0	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0.08	0.16	0	0	0.053	0	2.224	19	574	"ham"
0	0	0	0	1.09	0	0	0.54	0	0	0.54	1.63	0	0.27	0	0	0.27	0.54	2.18	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0.166	0.083	0	3.521	114	243	"spam"
0	0	0	0	0	0.59	0	2.95	0	0	0	0.59	0.59	0	0.59	5.91	2.95	0.59	1.77	0	1.18	0	0	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293	0	0	1.69	15	93	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56	0	0	0	2.56	2.56	0	0	0	0	0	0	0	0	3.333	7	20	"ham"
0	0	0	0	0	0	0	0	0	3.57	0	1.78	0	0	0	0	0	0	1.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252	0	0	0.757	0	0	4.157	13	79	"spam"
0.14	0.29	0.44	0	0.88	0.29	0	0	1.47	1.47	0.14	1.91	0.29	0	0.58	0.29	0	1.62	2.35	0.14	2.35	0	0.73	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	1.004	0.215	0.047	6.602	217	898	"spam"
0	0	0.84	0	0.84	0	0.84	0	0	0	0	0	0.84	0	0	0	0	0	2.54	0	1.69	0	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388	0	0.776	0.129	0	10.375	168	249	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.094	0	0	1.428	5	40	"spam"
0	0.47	0	0	0	0.47	0	0	0.23	0.23	0	1.19	0.47	0	0	0.23	0	0.47	2.63	0	0.47	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0.23	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327	1.357	0.046	5.769	72	450	"spam"
2.12	0	0	0	0.53	0.53	0	0	0	1.59	0	1.59	0	0	0	1.59	0.53	0.53	6.91	0	1.59	0	0.53	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467	0	0.28	0.186	0	2.823	85	240	"spam"
0	0	1.31	0	0	0	0	0	0	0	0	1.31	0	0	0	0	0	0	1.31	0	5.26	0	0	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201	0	4.5	25	54	"spam"
0.45	0	0	0	0.68	0.45	0	0.45	0	0.22	0.22	0	1.6	0	0.45	0	0.91	1.83	1.83	0	0.68	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0.037	0	0.187	0.112	0	3.184	30	363	"spam"
0	0	0	0.81	0	0	0	0	0	1.63	0	0	0	0	0	0	0	0	2.45	0	0	0	0	2.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249	0	0	0.124	0	0	3.707	14	152	"spam"
0	0	0	0	1.91	0	0.31	0.31	0	0.31	0.63	1.59	0.63	0	0.63	0	0.63	2.23	3.19	0	1.59	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0.092	0	0.323	0	0	2.15	18	86	"spam"
0	0	0	0	0	0.68	0	1.36	0.68	0.68	0	0	0	0	0	0.68	2.73	0.68	1.36	3.42	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	0	0	0	0	0	1.143	0.519	0	3.737	75	228	"spam"
0	0.54	0.54	0	1.09	0.54	2.18	0	0	0.54	0	0.54	0	0	0	0	0	0.54	3.27	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0.157	0	0.471	0	0.078	15.08	147	377	"spam"
0	0.68	0	0	0	0	0	0	0	0.68	1.36	0	0	0	0	0	0	0	2.04	0	0.68	0	0	0	0.68	0	0	0.68	0	0	1.36	0	0	0	0.68	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185	0	0	0	3.826	30	264	"spam"
0.17	0	0.17	0	1.45	0.34	0.05	0.05	0.05	0.05	0.05	0.52	0.29	0.05	0	0	0.69	0.05	4.24	0.23	1.04	0	0.75	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.051	0	0.02	0.163	0	1.796	12	458	"spam"
0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0.41	0	0.41	0.41	0	0	0	0	0	0.41	0.41	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0	0	1.969	13	130	"ham"
0.65	0.49	0.32	0	0.32	0.16	0	0.49	0.65	0.49	0.16	1.3	0	0	0.16	1.14	1.3	0.16	3.6	0.49	1.8	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0.225	0	0.902	0.225	2.233	5.833	47	595	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47	0	0	0	0	0	0	0	0	0	0	0	1.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253	0.253	0	0	0	2.352	17	40	"ham"
0	0	0.71	0	0.23	0	0	0	0.23	0.23	0.23	1.9	0	0	0	0.23	0	0	3.81	0.23	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	1.018	0.036	0	4.022	97	543	"spam"
0	0	0.47	0	0.7	0	0.7	0.23	0	0	0	0.47	0	0	0	1.65	0.7	0.23	2.12	0	1.65	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0.037	0.037	1.362	0.037	0	5.236	111	576	"spam"
0	0	2.43	0	0	0	0	0	0	0	0	0	0	0	0	2.43	0	4.87	2.43	0	2.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896	0	0	5.538	58	72	"spam"
0.41	0.41	0.41	0	0.13	0.1	0.03	0.06	0.52	0.94	0.27	0.76	0.45	1.15	0.03	0.24	0.41	0.03	2.99	0	1.25	0	0.34	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.011	0.076	0	0.425	0.573	0.112	5.761	131	2224	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.272	3	14	"ham"
0.39	0	0.19	0	0	0	0	0	0	0.19	0.19	1.98	0	0.19	0	0	0	0.19	0.19	0	0.19	0	0	0	1.58	1.19	0	0.19	0	0.39	0.19	0	0.59	0	0.39	0.39	1.19	0	0.19	0	0	0.19	0.19	0	0	0	0	0.39	0.28	0.14	0.028	0.112	0	0	2.101	17	311	"ham"
2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.888	29	53	"ham"
0	0	0.14	0	0.28	0	0.14	0	0	0	0.14	0.14	0	0	0	0	0	0	2.86	2.14	2	3.86	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.048	0	0.241	0.072	0.435	6.238	37	1229	"spam"
0	0	0.62	0	0.62	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0.62	0	0.62	0	0	0	1.57	1.57	0.31	0	0	0	0	0	1.57	0	0	0	0.31	0	0.31	0	0	0.94	0	0	0.62	0	0	0.62	0.164	0.109	0.109	0	0.054	0	1.671	13	107	"ham"
0	0.24	0.72	0	0.24	0	0.12	0	0	0.36	0.12	0	0.12	0	0.12	0.12	0	0.6	0.36	0.12	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.018	0	0.34	0	0.018	5.634	158	1234	"spam"
0	0	0	0	0	0	0	11.11	0	0	0	0	0	0	0	0	0	0	0	0	11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55	0	0	0	0	0	0	0	0	0	1	1	4	"spam"
0.22	0	0	0	0	0.22	0.22	0	0	0.22	0	0.22	0	0	0	0.22	0	0	2.03	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.271	0	0.647	0	0	1.869	21	215	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44	1.72	0	0	0	0	0	0	0	1.72	0	0	0	0	0	0	0	0	0	0	3.44	0	0	0	1.72	0	0	1.72	0	0	1.72	0	0	0	0	0	0	1.2	4	18	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0.39	0	0	0	3.58	0.39	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0.39	0	0	0	0	0	0	0	0	0	2.5	21	130	"spam"
0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0.6	0.6	0	0.6	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173	0	0	0.129	0	3.266	31	196	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0	6.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0.43	0	0	3.885	0	0	0.073	0	0.439	5.754	43	328	"ham"
0	0	0	0	0	0	0	1.08	0	0	0	1.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0.54	0.54	0	0	0	0	0	0	0	0	0	0.54	0	0.166	0	0.083	0	0	1.528	13	81	"ham"
0.31	0	0	0	0	0	0	0	0	0	0.31	0.31	0.31	0	0	0	0.31	0	2.79	0	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0	0	0.057	0	0	2.972	18	110	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	1.333	3	12	"ham"
0	0.63	0	0	1.59	0.31	0	0	0.31	0	0	0.63	0	0	1.27	0.63	0.31	3.18	2.22	0	1.91	0	0.31	0.63	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0.275	0	0.055	0.496	0	3.509	91	186	"spam"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	4	8	"ham"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	0	0	0	0	0	0	0	1.806	0	0	1.293	5	75	"spam"
0.08	0.08	0.76	0	0.85	1.02	0.25	0.17	0.59	0.08	0.17	0.59	0.17	0	2.22	0.25	0.08	0.94	1.62	0.17	0.42	0	0.85	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.17	0.08	0.08	0.08	0	0	0	0.065	0	0.435	0.118	0.013	7.497	669	1402	"spam"
0.17	0.17	0.69	0	0.34	0.17	0	0.86	0.17	0.69	0.34	1.38	0	0	0	0	1.73	0.34	2.07	1.55	3.8	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.194	0	1.718	0.055	0	5.175	63	621	"spam"
0.39	0	0.39	0	0	0.39	0	0	0	0	0	0.39	0.78	0	0	0	1.17	0.78	3.13	0	1.17	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261	0	0	1.461	19	114	"spam"
0	0	0.88	0	0.88	0	0	0	0	0	0	0.88	0	0	0	0	0	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935	0	0	3.417	51	229	"spam"
0.34	0.17	0.17	0	1.38	0.69	0.17	0.17	0	0.17	0	0.86	0	0	0.34	1.55	0.34	0.17	2.94	0	2.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0	0	0.086	0	4.792	38	508	"spam"
0.1	0.2	1.01	0	0.8	0.8	0.5	0	0.8	0.1	0.3	0.7	0.3	0	1.61	0.1	0	1.11	1.31	0.2	0.7	0	0.6	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.1	0.1	0	0	0	0.11	0	0.49	0.158	0.015	8.55	669	1351	"spam"
